OUT_name,Abundance,Day,Treatment1,Treatment2,Combined_Treatment12
21: g_Pedobacter,58,14,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,23,14,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,202,21,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,46,21,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,19,21,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,0,21,Without urea,Low moisture,No_Urea+High_moisture
21: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
21: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
21: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
21: g_Pedobacter,134,35,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,134,35,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,87,35,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,33,35,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,9,35,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,7,35,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,123,63,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,36,63,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,14,63,With urea,High moisture,Urea+Low_moisture
21: g_Pedobacter,11,63,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,10,63,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,6,63,With urea,Low moisture,Urea+High_moisture
21: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
21: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
21: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
21: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
21: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
21: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,0,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,0,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,0,0,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,0,0,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,0,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,0,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,31,7,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,31,7,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,24,7,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,20,7,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,104,14,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,102,14,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,33,14,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,31,14,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,30,14,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,14,14,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,88,21,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,86,21,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,13,21,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,21,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,96,35,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,72,35,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,34,35,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,18,35,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,5,35,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,4,35,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,64,63,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,38,63,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,26,63,With urea,High moisture,Urea+Low_moisture
22: g_Brevundimonas,14,63,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,8,63,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,7,63,With urea,Low moisture,Urea+High_moisture
22: g_Brevundimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
22: g_Brevundimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
22: g_Brevundimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,0,0,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,7,7,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,6,7,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,3,7,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,2,7,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,7,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,70,14,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,68,14,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,44,14,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,29,14,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,14,14,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,13,14,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,72,21,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,34,21,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,30,21,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,21,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,21,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,21,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,21,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,123,35,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,79,35,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,76,35,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,27,35,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,25,35,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,18,35,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,95,63,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,90,63,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,60,63,With urea,Low moisture,Urea+High_moisture
23: f_Gemmatimonadaceae,32,63,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,8,63,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,8,63,With urea,High moisture,Urea+Low_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,High moisture,No_Urea+Low_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,Low moisture,No_Urea+High_moisture
23: f_Gemmatimonadaceae,0,63,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,1,0,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,1,0,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,1,0,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,0,0,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,0,0,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,53,7,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,32,7,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,22,7,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,13,7,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,132,14,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,99,14,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,60,14,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,26,14,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,24,14,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,14,14,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,133,21,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,36,21,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,19,21,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,21,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,255,35,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,175,35,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,120,35,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,49,35,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,37,35,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,32,35,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,186,63,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,163,63,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,129,63,With urea,Low moisture,Urea+High_moisture
24: g_Pusillimonas,26,63,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,14,63,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,11,63,With urea,High moisture,Urea+Low_moisture
24: g_Pusillimonas,1,63,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
24: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
24: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,0,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,0,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,0,0,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,0,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,0,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,0,0,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,60,7,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,34,7,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,24,7,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,7,7,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,1,7,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,7,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,7,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,7,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,7,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,7,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,58,14,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,50,14,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,37,14,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,8,14,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,6,14,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,1,14,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,53,21,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,41,21,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,2,21,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,21,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,21,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,55,35,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,42,35,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,40,35,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,2,35,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,1,35,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,1,35,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,71,63,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,19,63,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,3,63,With urea,High moisture,Urea+Low_moisture
25: g_Pedobacter,3,63,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,63,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,63,With urea,Low moisture,Urea+High_moisture
25: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
25: g_Pedobacter,0,63,Without urea,High moisture,No_Urea+Low_moisture
25: g_Pedobacter,0,63,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,0,0,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,55,7,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,31,7,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,31,7,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,4,7,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,71,14,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,66,14,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,41,14,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,26,14,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,17,14,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,12,14,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,69,21,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,49,21,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,10,21,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,21,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,91,35,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,83,35,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,64,35,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,11,35,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,5,35,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,4,35,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,47,63,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,34,63,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,19,63,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,17,63,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,7,63,With urea,High moisture,Urea+Low_moisture
26: f_Pseudoxanthomonas,5,63,With urea,Low moisture,Urea+High_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
26: f_Pseudoxanthomonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,1,0,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,0,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,0,0,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,0,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,0,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,0,0,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,14,7,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,9,7,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,8,7,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,2,7,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,1,7,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,7,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,7,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,61,14,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,32,14,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,29,14,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,9,14,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,7,14,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,5,14,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,66,21,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,21,21,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,3,21,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,21,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,21,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,119,35,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,79,35,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,35,35,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,3,35,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,2,35,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,2,35,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,97,63,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,47,63,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,33,63,With urea,High moisture,Urea+Low_moisture
27: g_Pusillimonas,5,63,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,3,63,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,3,63,With urea,Low moisture,Urea+High_moisture
27: g_Pusillimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,63,Without urea,Low moisture,No_Urea+High_moisture
27: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
27: g_Pusillimonas,0,63,Without urea,High moisture,No_Urea+Low_moisture
20: g_Steroidobacter,0,0,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,0,0,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,0,0,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
20: g_Steroidobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
20: g_Steroidobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
20: g_Steroidobacter,0,0,With urea,Low moisture,Urea+High_moisture
20: g_Steroidobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
20: g_Steroidobacter,0,0,With urea,Low moisture,Urea+High_moisture
20: g_Steroidobacter,0,0,Without urea,Low moisture,No_Urea+High_moisture
20: g_Steroidobacter,0,0,Without urea,High moisture,No_Urea+Low_moisture
20: g_Steroidobacter,0,0,With urea,Low moisture,Urea+High_moisture
20: g_Steroidobacter,2,7,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,2,7,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,2,7,With urea,High moisture,Urea+Low_moisture
20: g_Steroidobacter,0,7,With urea,Low moisture,Urea+High_moisture
20: g_Steroidobacter,0,7,Without urea,High moisture,No_Urea+Low_moisture
20: g_Steroidobacter,0,7,Without urea,Low moisture,No_Urea+High_moisture
20: g_Steroidobacter,0,7,Without urea,Low moisture,No_Urea+High_moisture
20: g_Steroidobacter,0,7,Without urea,High moisture,No_Urea+Low_moisture
